text,sentiment
fresh chang from hear i write sin hey not that there anyth wrong with that,neutral
i like tweet deck and i ll tri the other one u recomend thank,positive
know what would be great for my shoulder to stop hurt so i can sleep normal again i just want need a few solid hour of good sleep,neutral
miss someone,negative
back to work tomoo day of it will bee,neutral
wow that s look realli good i wish i had some was it good,positive
i wasn t abl to go the confer so i didn t get the outlin howev i have been do my own it s come along,neutral
i onli came across viva la juici on fri no tester onli bodi lotion in the store but i defo need to get it asap,neutral
mayb becaus you got in hour ago from an awesom night nah that can t be it,neutral
i miss you when are you gon na be down in irvin again liz and i were just reminisc about all our adventur,negative
yes that s what i was impli was a bit too subtl as usual i suppos,neutral
_kat whi not,neutral
so that is differ than normal how,neutral
receiv her first pressi happi happi,positive
california s budget deficit now at billion mean big problem and lot of cut includ of our state park,negative
i think the veri late night on friday just hit me off to town to meet a friend soon for ice cream and coffe,neutral
weekend with my cuzzo vivi i can t stand to have her leav me in week,negative
i don t think i am go to get to see ani of the sun today gut i need colour,negative
i can t buy onli rent,neutral
play see you again miley cyrus in the shop,neutral
need to unfollow some tweep it not that i dislik you but i can t keep up with you tweet liter everi minut sorri,negative
boo but will i listen,negative
there u go,neutral
i just success defeat the swine flue with the power of posit think swineflu h n swine flu,positive
home home last time to step outsid for some life,neutral
typic googl doc is down oh well open page,neutral
_the_bear i love the name,positive
oww just bit my tongu,neutral
well alright but dollhous is still frick awesom elisha s perform in last week episod sold me there too final,positive
happi mother day ang,positive
im slowli lose follow one by one,negative
bonjour did you sleep well,neutral
i ll make him nacho tomorrow better than if he would have made them himself,neutral
year in month hooorah can t wait,positive
belat kay tita wow prize in a day congrat,positive
waaaaay over all tht bitchi ninth grade half year exam over im sickkk,negative
aww i will keep send it,positive
it s on today s menu don t worri,positive
one week until race for the cure pleas donat if you re abl http bit ly ufr u and wish me luck on my mile train run tomorrow,neutral
watch saturday night live justin timberlak host,neutral
ustream replay for control your rank http,neutral
can t sleep so i m watch some more gilmor girl,neutral
welcom to twitter love you can t wait to see you next month,positive
feel bad for daisi she cri in everi episod i watch waaaaay too much tv,negative
watch some scari movi with my friend,neutral
is veryyi upset she cant go to hacienda tonight becaus the stupid nugget game,negative
i wonder if she know how shallow airi dumb her tweet make her sound i guess not b c if she did she d probabl stop,negative
urghh i m gon na do my project now don t wan na wast valuabl weekend time,positive
didn t make it to but i smoke her she s at and i m at thank you how r u,positive
great night great peolpl,positive
ugh i just realiz that i have to complet redo my tweetdeck group pain of comput be wipe clean,negative
is have a well deserv break today no phone call no email onli plenti of catch up movi to doooooo,positive
i haven t got ani cupcak yet i was hope if i said it enough some would appear,positive
can i have your old one,neutral
say bad trip angri http plurk com p wxshi,negative
apolog don t fix hurt feel kev anyway i ll get it from u next time i c u,negative
and he realli doesn t like shini happi peopl i m a local rem expert btw saw them for the first time in,negative
john at a colleg thing stay home all weekend and hang out with my momma sushi tonight,neutral
i had my hair cut today and my boyfriend didn t notic,neutral
the portugues nation librari could use it also right now they seem to be stuck somewher circa exampl http u nu y,negative
guus s last game moz,neutral
zoombezi bay was soooo fun buuuut my leg are soooooo sunburnt,neutral
haha gunna go buy a whole bunch of emo punk cloth,neutral
_callmecourt alway welcom hun,positive
it not mother day on the west coast tyvm,positive
bruno arghhhh i cant wait,negative
mcfli aren t they the best band ever i wish i were there to watch the concert singapor isn t a place they d tour,neutral
just complet button hunt,neutral
i was look forward to see in raleigh fan for year nb too but scalper took the tix and sell them for moron,positive
dog eye seem bad just fork out on new wash machin so whi not a vet bill to top it off eh,negative
long fun day now for some relax some tv with the mom then sleeeep,positive
jami sean codi up for some angri jami sean codi i wouldn t piss this one off hey there guy do http tinyurl com ddyyd,neutral
no i dont think it bad and it veri well edit too,positive
i dont think so,neutral
i m not sure what stracchino is but it sound good,positive
not go to graduat hubbi to be not feel well so instead do more job hunt onlin,negative
thank i m self so i don t see the my account area i ll have to dig deeper it seem,neutral
oh rich man is amaz realli can t be bother for school on monday,positive
http wave googl com googl wish they d spend a bit more time ad bit to chrome though,positive
sometim i wish i was a warden,neutral
not look forward to this long trip in the morn i m sick,negative
busi but fantast tri to unplug for a few day thank you for the ff,positive
with e come up the worst possibl thing happen no not swine flu not aid rrod,negative
boo i m a week late how long u in town for,neutral
